pose_id,pose,x_nose,y_nose,z_nose,x_left_eye_inner,y_left_eye_inner,z_left_eye_inner,x_left_eye,y_left_eye,z_left_eye,x_left_eye_outer,y_left_eye_outer,z_left_eye_outer,x_right_eye_inner,y_right_eye_inner,z_right_eye_inner,x_right_eye,y_right_eye,z_right_eye,x_right_eye_outer,y_right_eye_outer,z_right_eye_outer,x_left_ear,y_left_ear,z_left_ear,x_right_ear,y_right_ear,z_right_ear,x_mouth_left,y_mouth_left,z_mouth_left,x_mouth_right,y_mouth_right,z_mouth_right,x_left_shoulder,y_left_shoulder,z_left_shoulder,x_right_shoulder,y_right_shoulder,z_right_shoulder,x_left_elbow,y_left_elbow,z_left_elbow,x_right_elbow,y_right_elbow,z_right_elbow,x_left_wrist,y_left_wrist,z_left_wrist,x_right_wrist,y_right_wrist,z_right_wrist,x_left_pinky_1,y_left_pinky_1,z_left_pinky_1,x_right_pinky_1,y_right_pinky_1,z_right_pinky_1,x_left_index_1,y_left_index_1,z_left_index_1,x_right_index_1,y_right_index_1,z_right_index_1,x_left_thumb_2,y_left_thumb_2,z_left_thumb_2,x_right_thumb_2,y_right_thumb_2,z_right_thumb_2,x_left_hip,y_left_hip,z_left_hip,x_right_hip,y_right_hip,z_right_hip,x_left_knee,y_left_knee,z_left_knee,x_right_knee,y_right_knee,z_right_knee,x_left_ankle,y_left_ankle,z_left_ankle,x_right_ankle,y_right_ankle,z_right_ankle,x_left_heel,y_left_heel,z_left_heel,x_right_heel,y_right_heel,z_right_heel,x_left_foot_index,y_left_foot_index,z_left_foot_index,x_right_foot_index,y_right_foot_index,z_right_foot_index,ref_avg_knee_angle,ref_knee_symmetry,ref_trunk_lean,ref_stance_ratio,ref_hip_shoulder_offset,ref_left_heel_lift,ref_right_heel_lift,ref_knee_valgus_left,ref_knee_valgus_right,ref_knee_width_ratio,ref_rounded_back,ref_spine_flexion,ref_lumbar_extension
0,squats_up,0.42465314269065857,0.2510513365268707,-0.2281591147184372,0.43126043677330017,0.2378019392490387,-0.20920245349407196,0.43528318405151367,0.23779438436031342,-0.20923607051372528,0.4382644593715668,0.2377522885799408,-0.20929773151874542,0.4173511564731598,0.23847317695617676,-0.2105889618396759,0.4123079776763916,0.23891466856002808,-0.21059158444404602,0.40817156434059143,0.2395470291376114,-0.21053752303123474,0.44510871171951294,0.24487446248531342,-0.07937590777873993,0.40126895904541016,0.24726782739162445,-0.086766317486763,0.4336782395839691,0.2670834958553314,-0.17728035151958466,0.41546615958213806,0.2669939696788788,-0.17953506112098694,0.4748155176639557,0.3414113223552704,0.005604303441941738,0.3719751536846161,0.3352082073688507,-0.004718525800853968,0.4883187413215637,0.4515910744667053,0.05382976680994034,0.3518281579017639,0.4469541311264038,0.03804774954915047,0.5077344179153442,0.544748067855835,-0.04263552650809288,0.32934051752090454,0.542481541633606,-0.06542769074440002,0.5164850950241089,0.5826475620269775,-0.07489451766014099,0.32126444578170776,0.5769625902175903,-0.10188193619251251,0.5126110315322876,0.5828947424888611,-0.1176387220621109,0.32829415798187256,0.5760137438774109,-0.14250454306602478,0.5072495937347412,0.5735387802124023,-0.06236999109387398,0.33268848061561584,0.5672200322151184,-0.08512012660503387,0.4552561640739441,0.5588129162788391,0.0016498746117576957,0.3869326710700989,0.5588845014572144,-0.0016287866747006774,0.4701957106590271,0.7461146712303162,-0.029612144455313683,0.3762591481208801,0.7467555999755859,-0.040151678025722504,0.4815255105495453,0.9074302315711975,0.08080300688743591,0.37234705686569214,0.9144772887229919,0.07346456497907639,0.47193044424057007,0.9245023727416992,0.08269768208265305,0.3829494118690491,0.937201201915741,0.07504740357398987,0.5048373937606812,0.9643253684043884,-0.07316547632217407,0.3500506579875946,0.9743726253509521,-0.08349951356649399,178.77083027141828,1.372609370941774,0.5977537526174292,1.0619072966980754,0.010432544975032446,-0.1805606174694636,-0.16853817890874834,0.0037232059548674423,0.013432207327068027,0.8603929585668583,0.3956366274669372,0.5977537526174292,-0.010432544975032446
1,squats_up,0.4246620237827301,0.25084948539733887,-0.21249492466449738,0.4313414990901947,0.2377104014158249,-0.19230076670646667,0.43533939123153687,0.2377287596464157,-0.19233223795890808,0.43834948539733887,0.23770414292812347,-0.1923948973417282,0.4173968732357025,0.23839451372623444,-0.19252577424049377,0.41232600808143616,0.23884840309619904,-0.1925167739391327,0.40821343660354614,0.23949527740478516,-0.19246214628219604,0.44538721442222595,0.2448776513338089,-0.0655021145939827,0.40130192041397095,0.24725335836410522,-0.06762491911649704,0.43373847007751465,0.26692718267440796,-0.16369441151618958,0.4154777526855469,0.26677456498146057,-0.16451437771320343,0.4748133718967438,0.34149178862571716,0.009788227267563343,0.3720511198043823,0.33532851934432983,0.008873583748936653,0.4882989823818207,0.4515984356403351,0.05384962633252144,0.35204964876174927,0.4470910131931305,0.05010785534977913,0.5075512528419495,0.5444586277008057,-0.042222414165735245,0.3293672800064087,0.5424987077713013,-0.05087319016456604,0.5163997411727905,0.5825063586235046,-0.0745997503399849,0.3213545083999634,0.5771605968475342,-0.0871298760175705,0.5125017166137695,0.5827507376670837,-0.11705068498849869,0.32837527990341187,0.5762035250663757,-0.126999631524086,0.507096529006958,0.5732284784317017,-0.06188371032476425,0.3327350914478302,0.5673807859420776,-0.0705612450838089,0.4552538990974426,0.5588255524635315,0.0013097231276333332,0.3869129717350006,0.5588505268096924,-0.00129024893976748,0.470191091299057,0.7462079524993896,-0.02979021705687046,0.37622663378715515,0.7467496991157532,-0.03982585668563843,0.48160824179649353,0.907634437084198,0.08088596165180206,0.37242814898490906,0.9146525859832764,0.07415787130594254,0.47193050384521484,0.9244827628135681,0.08285220712423325,0.38302090764045715,0.937343418598175,0.07579377293586731,0.5052872896194458,0.9648042321205139,-0.0729035809636116,0.3503071665763855,0.9744031429290771,-0.08157076686620712,178.76441524299585,1.4469768909299319,0.610502145368546,1.062734089573885,0.010655033223520932,-0.1829124176243484,-0.16811599106805075,0.0035159522873129956,0.013753693494461844,0.8606355368680336,0.3972061002603102,0.610502145368546,-0.010655033223520932
2,squats_up,0.4250253140926361,0.25087490677833557,-0.2129698097705841,0.43162044882774353,0.23773673176765442,-0.19294685125350952,0.43556123971939087,0.2377755343914032,-0.19297918677330017,0.4385431706905365,0.23777170479297638,-0.19304125010967255,0.4177415370941162,0.23839262127876282,-0.19388912618160248,0.4126245081424713,0.23884131014347076,-0.1938805729150772,0.40848079323768616,0.23948544263839722,-0.1938273012638092,0.445425808429718,0.244975283741951,-0.0657394677400589,0.4013940393924713,0.2472408562898636,-0.07122166454792023,0.4339383542537689,0.26698771119117737,-0.16384467482566833,0.41568630933761597,0.26678821444511414,-0.16548842191696167,0.47479385137557983,0.34165158867836,0.009980343282222748,0.37201517820358276,0.3352501094341278,0.004530060570687056,0.4882943034172058,0.45172232389450073,0.05685710906982422,0.35205549001693726,0.44700178503990173,0.04395516589283943,0.5075705647468567,0.5447458624839783,-0.037230052053928375,0.3293592631816864,0.5425008535385132,-0.057689618319272995,0.5164002180099487,0.5827466249465942,-0.0686873272061348,0.3213328421115875,0.5771610140800476,-0.09372320771217346,0.5125530958175659,0.5830177664756775,-0.11134515702724457,0.32836994528770447,0.5762083530426025,-0.13330121338367462,0.5072234272956848,0.5734708905220032,-0.05691378191113472,0.3327375054359436,0.5674042105674744,-0.07704844325780869,0.455186128616333,0.5588550567626953,0.0018547505605965853,0.3868998885154724,0.5588551163673401,-0.0018363598501309752,0.47018638253211975,0.7464093565940857,-0.02737327851355076,0.3762255311012268,0.7468541264533997,-0.03973345085978508,0.48161396384239197,0.9077948927879333,0.08373752981424332,0.37250661849975586,0.914637565612793,0.07437117397785187,0.47187504172325134,0.9245089292526245,0.08576510101556778,0.3830426335334778,0.937257707118988,0.07599465548992157,0.5052875280380249,0.9648683667182922,-0.0688202902674675,0.35091641545295715,0.974403440952301,-0.08147279918193817,178.7488414073315,1.4575741470027026,0.6138676320205477,1.0616019416281068,0.010713768480791946,-0.1831041835446019,-0.1685241344481001,0.0035879092638632093,0.013899981140056202,0.8611763150973756,0.397317762978892,0.6138676320205477,-0.010713768480791946
3,squats_up,0.4250386655330658,0.2507862448692322,-0.20946185290813446,0.43170323967933655,0.23771992325782776,-0.1891140639781952,0.43561869859695435,0.2377663552761078,-0.1891457438468933,0.43861857056617737,0.2377646267414093,-0.18920837342739105,0.41777339577674866,0.23837910592556,-0.18947288393974304,0.4126347005367279,0.23883137106895447,-0.18946115672588348,0.4085029661655426,0.2394769936800003,-0.18940472602844238,0.445624977350235,0.24498067796230316,-0.06254830211400986,0.40140876173973083,0.2472398579120636,-0.06524992734193802,0.43399158120155334,0.2669518291950226,-0.16084423661231995,0.41569310426712036,0.26673656702041626,-0.16179534792900085,0.47479134798049927,0.3416770100593567,0.01091089379042387,0.37210190296173096,0.3356231153011322,0.010310999117791653,0.4882619380950928,0.45175817608833313,0.05650476738810539,0.35214880108833313,0.447275310754776,0.049477845430374146,0.5074207186698914,0.5445314049720764,-0.03745708987116814,0.3293920159339905,0.5425766706466675,-0.052055008709430695,0.5163419842720032,0.5826683640480042,-0.0691724568605423,0.3214179575443268,0.5773808360099792,-0.08838626742362976,0.5125120878219604,0.5829637050628662,-0.11150139570236206,0.32847124338150024,0.5763837695121765,-0.12775453925132751,0.5071575045585632,0.5733184814453125,-0.05707896873354912,0.33280515670776367,0.5675346255302429,-0.07151903212070465,0.45518025755882263,0.5588829517364502,0.0014685321366414428,0.38684767484664917,0.5588441491127014,-0.0014503593556582928,0.47018226981163025,0.7468059062957764,-0.028287315741181374,0.37612587213516235,0.7468607425689697,-0.039277661591768265,0.4816667437553406,0.9082407355308533,0.08312396705150604,0.37254101037979126,0.9147551655769348,0.07557490468025208,0.471873939037323,0.9245538115501404,0.08520381152629852,0.3830988109111786,0.9373314380645752,0.07726574689149857,0.5056782960891724,0.9652467966079712,-0.06956276297569275,0.35098978877067566,0.9743463397026062,-0.07929384708404541,178.73213433400144,1.5455043838874758,0.6329099178990173,1.062721624943768,0.011046098174879268,-0.18477668197123975,-0.16807542377260454,0.003407280404146354,0.01434398941997897,0.8619067652616993,0.3989676524681527,0.6329099178990173,-0.011046098174879268
4,squats_up,0.4252244532108307,0.2508961260318756,-0.25264158844947815,0.4318729341030121,0.23778563737869263,-0.2336645871400833,0.4357640743255615,0.23783661425113678,-0.23368880152702332,0.43875831365585327,0.2378341555595398,-0.23374781012535095,0.41796189546585083,0.23843683302402496,-0.23469240963459015,0.4128112196922302,0.238878533244133,-0.23469476401805878,0.4086945652961731,0.2395128458738327,-0.2346424162387848,0.4456733763217926,0.245040625333786,-0.1029554158449173,0.401545912027359,0.24724461138248444,-0.1090499609708786,0.43410539627075195,0.26708999276161194,-0.2016003131866455,0.4158787131309509,0.2668437063694,-0.20353519916534424,0.4747868478298187,0.34207555651664734,-0.012881244532763958,0.3722909986972809,0.33551356196403503,-0.024823131039738655,0.48826083540916443,0.45212072134017944,0.0439305454492569,0.3521653711795807,0.4471888840198517,0.01778540387749672,0.507716178894043,0.5452758073806763,-0.047814857214689255,0.32939663529396057,0.5427113771438599,-0.08644865453243256,0.5164388418197632,0.5835267305374146,-0.07905764877796173,0.3214229643344879,0.5774474740028381,-0.12290649116039276,0.512855052947998,0.583952009677887,-0.12326928228139877,0.3284728229045868,0.5764895081520081,-0.1632520705461502,0.5077589750289917,0.5745332837104797,-0.06795091181993484,0.3328009247779846,0.5676891207695007,-0.10597489774227142,0.4551035463809967,0.5588228702545166,0.002564013469964266,0.3868379294872284,0.5587059259414673,-0.002547286218032241,0.4701935350894928,0.7466515302658081,-0.02410033717751503,0.37625545263290405,0.7464984059333801,-0.038720712065696716,0.48166435956954956,0.9081782698631287,0.09232865273952484,0.37265053391456604,0.9145501852035522,0.08052249997854233,0.4718783497810364,0.9244816303253174,0.09465137869119644,0.383103609085083,0.9364668726921082,0.08264821767807007,0.5058673620223999,0.9652535319328308,-0.06170346215367317,0.3512520492076874,0.9743334054946899,-0.0764620378613472,178.73618612599395,1.465256551997527,0.6689069226306983,1.063228856542406,0.011674321593269532,-0.1853387626972982,-0.17213169022201957,0.0036598014021552855,0.014047942387398406,0.8617062315630563,0.399564067693277,0.6689069226306983,-0.011674321593269532
5,squats_up,0.42529186606407166,0.2508697211742401,-0.24660520255565643,0.4319705069065094,0.23776647448539734,-0.22714297473430634,0.4358830451965332,0.23782064020633698,-0.22716888785362244,0.4388658106327057,0.2378193885087967,-0.22722728550434113,0.4180377125740051,0.23842158913612366,-0.2277403622865677,0.4128858149051666,0.23886260390281677,-0.22773949801921844,0.40878644585609436,0.23949672281742096,-0.227684885263443,0.4457945227622986,0.24503813683986664,-0.09845320880413055,0.4016192555427551,0.24723990261554718,-0.10243387520313263,0.434192419052124,0.2670917212963104,-0.19677668809890747,0.41595450043678284,0.2668435871601105,-0.1981026828289032,0.47482556104660034,0.34213516116142273,-0.01509532518684864,0.3723370432853699,0.3359130620956421,-0.021036487072706223,0.4882872700691223,0.4523726999759674,0.03503239154815674,0.35227975249290466,0.4471908211708069,0.020243633538484573,0.5076884031295776,0.5450865030288696,-0.057105910032987595,0.3294190764427185,0.5428502559661865,-0.08166030794382095,0.5164353847503662,0.5833812952041626,-0.08866198360919952,0.3214399218559265,0.5775372982025146,-0.11774025857448578,0.5128685235977173,0.583893895149231,-0.13208100199699402,0.3284887671470642,0.5766464471817017,-0.15765263140201569,0.5077627897262573,0.5744326710700989,-0.07699157297611237,0.3328096270561218,0.5678805708885193,-0.10113032907247543,0.455054372549057,0.5587728023529053,0.0025484540965408087,0.3868190050125122,0.5585646033287048,-0.002531793899834156,0.4701923727989197,0.7464019060134888,-0.024315908551216125,0.3762691915035248,0.7460730671882629,-0.03757110983133316,0.4816318154335022,0.9075730443000793,0.09162398427724838,0.3728587031364441,0.914387583732605,0.0815189927816391,0.47188621759414673,0.9239107370376587,0.09392598271369934,0.38315972685813904,0.936110258102417,0.08359617739915848,0.5061535835266113,0.9647504687309265,-0.06226159259676933,0.3513416349887848,0.9740198254585266,-0.07490715384483337,178.6938864282349,1.5066584465143364,0.6898312925058424,1.0614441668718197,0.01203949369169631,-0.1859211992358536,-0.1725817465770012,0.003807836694623881,0.014514321951534306,0.8634761811945674,0.4013192377037448,0.6898312925058424,-0.01203949369169631
6,squats_up,0.425428569316864,0.25086265802383423,-0.25450000166893005,0.43204253911972046,0.23774133622646332,-0.23516181111335754,0.43596354126930237,0.23779815435409546,-0.2351863831281662,0.4389343857765198,0.23780392110347748,-0.23524311184883118,0.4181388020515442,0.23838648200035095,-0.23611406981945038,0.41300877928733826,0.23883359134197235,-0.23611979186534882,0.40887171030044556,0.23947685956954956,-0.2360692024230957,0.4457976222038269,0.24503666162490845,-0.10517574846744537,0.4016781747341156,0.2472265064716339,-0.11085991561412811,0.43429526686668396,0.2670874297618866,-0.20401301980018616,0.4160696566104889,0.26684296131134033,-0.20583966374397278,0.47481924295425415,0.34226372838020325,-0.018438825383782387,0.37231239676475525,0.33590933680534363,-0.02755594253540039,0.4882698059082031,0.4523800015449524,0.034742239862680435,0.3522871136665344,0.44705915451049805,0.015056510455906391,0.5078260898590088,0.545074462890625,-0.057573914527893066,0.3293999135494232,0.5428837537765503,-0.08589230477809906,0.5164580345153809,0.5834940671920776,-0.08884827792644501,0.3214334547519684,0.5775373578071594,-0.12116935104131699,0.5129209756851196,0.5839778780937195,-0.1325211226940155,0.32844457030296326,0.5766541957855225,-0.1613282710313797,0.5079166889190674,0.5744870901107788,-0.07750321924686432,0.3327373266220093,0.5679206848144531,-0.10528645664453506,0.4550549387931824,0.5585705041885376,0.002832507248967886,0.3868997097015381,0.5585377812385559,-0.002816705498844385,0.4701909124851227,0.7459532618522644,-0.024448435753583908,0.37634962797164917,0.7460463047027588,-0.037988483905792236,0.48164433240890503,0.9078916311264038,0.09141303598880768,0.37286263704299927,0.9143685698509216,0.07958482950925827,0.4719168245792389,0.9247705340385437,0.09351568669080734,0.38316434621810913,0.9362603425979614,0.08136297762393951,0.5061534643173218,0.9647445678710938,-0.0630272775888443,0.3515006899833679,0.9740312099456787,-0.07845952361822128,178.6969981508966,1.4610900221864824,0.675739117022023,1.061054339597759,0.01179355712561575,-0.18212742928117542,-0.17208948690483483,0.003954217278397051,0.014343734911992645,0.8626552000216338,0.4019606213316893,0.675739117022023,-0.01179355712561575
7,squats_up,0.42540112137794495,0.25079599022865295,-0.2270408421754837,0.4320552349090576,0.23773223161697388,-0.20696039497852325,0.43597131967544556,0.23779749870300293,-0.20699700713157654,0.43895721435546875,0.2378052920103073,-0.20705990493297577,0.4181444048881531,0.23836733400821686,-0.20703139901161194,0.4130013883113861,0.23881475627422333,-0.2070186883211136,0.40887242555618286,0.23946073651313782,-0.20695960521697998,0.4459497034549713,0.24507838487625122,-0.08059777319431305,0.4016866087913513,0.24721623957157135,-0.0820673480629921,0.43430453538894653,0.2670532464981079,-0.17860443890094757,0.4160192012786865,0.2667700946331024,-0.1791972517967224,0.4748169481754303,0.3422744572162628,-0.005280229263007641,0.372331827878952,0.3359209895133972,-0.0062521398067474365,0.4884396493434906,0.45240411162376404,0.038358092308044434,0.3523019254207611,0.4470575153827667,0.0319046825170517,0.5078215003013611,0.5449245572090149,-0.05380900576710701,0.3293698728084564,0.5429102182388306,-0.07103972882032394,0.5164555311203003,0.5833567976951599,-0.08566020429134369,0.3214206099510193,0.5775800347328186,-0.10729225724935532,0.5129332542419434,0.5839384198188782,-0.12803544104099274,0.3284202516078949,0.576684832572937,-0.14686089754104614,0.5079181790351868,0.5743180513381958,-0.07341504842042923,0.3327172100543976,0.5679729580879211,-0.09065532684326172,0.45501232147216797,0.5586699843406677,0.002366874134168029,0.38674354553222656,0.5585553050041199,-0.0023450374137610197,0.4701252579689026,0.7459502816200256,-0.026318777352571487,0.37631580233573914,0.7460132241249084,-0.03797290474176407,0.4815962314605713,0.9078598022460938,0.08662725239992142,0.37272217869758606,0.9144045114517212,0.07773365080356598,0.4718976616859436,0.9248058795928955,0.08875252306461334,0.3831104338169098,0.9365617036819458,0.07932758331298828,0.5059617161750793,0.964481770992279,-0.06568564474582672,0.35051071643829346,0.9741135239601135,-0.07879979908466339,178.73878506089665,1.4002879681780769,0.7037678289254614,1.0622162617246622,0.012282713253636945,-0.18072902495626963,-0.17105359513893048,0.0038733643274776464,0.01383265572242949,0.8616310690792017,0.40222627819517554,0.7037678289254614,-0.012282713253636945
8,squats_up,0.4255286753177643,0.25079500675201416,-0.22047314047813416,0.4320986866950989,0.2377070039510727,-0.2006899118423462,0.43602219223976135,0.2377702295780182,-0.20072674751281738,0.4390016198158264,0.23778264224529266,-0.20078802108764648,0.418222576379776,0.23832951486110687,-0.20111949741840363,0.41309887170791626,0.23878620564937592,-0.2011123150587082,0.40894293785095215,0.23944470286369324,-0.20105767250061035,0.44595208764076233,0.24505946040153503,-0.07476247102022171,0.40173134207725525,0.24721463024616241,-0.07791204750537872,0.43440693616867065,0.2670534551143646,-0.1719437539577484,0.4161722660064697,0.26677942276000977,-0.17304947972297668,0.474834680557251,0.34235334396362305,0.0011131666833534837,0.37233641743659973,0.3358628451824188,-0.003113610204309225,0.48841938376426697,0.4524107277393341,0.044123437255620956,0.3523087203502655,0.4470173716545105,0.03359232842922211,0.5080435872077942,0.5450265407562256,-0.04973938316106796,0.3293772339820862,0.5429270267486572,-0.06765710562467575,0.5165704488754272,0.5836016535758972,-0.08169613033533096,0.3214201033115387,0.5775761008262634,-0.10307575762271881,0.5130163431167603,0.5841493010520935,-0.12372209876775742,0.32842206954956055,0.5766870379447937,-0.14211611449718475,0.5081061124801636,0.5745840668678284,-0.06916259974241257,0.3327239751815796,0.5679770708084106,-0.08681821823120117,0.4550084173679352,0.5587084889411926,0.0024505374021828175,0.3867649435997009,0.5585962533950806,-0.002427599858492613,0.47015199065208435,0.7461183667182922,-0.027114197611808777,0.3763161897659302,0.7461180090904236,-0.038707584142684937,0.48173660039901733,0.908403217792511,0.08489259332418442,0.3727641701698303,0.9143835306167603,0.07555331289768219,0.47213125228881836,0.9255039691925049,0.08700068295001984,0.3831136226654053,0.9366241693496704,0.07708794623613358,0.5063962936401367,0.964826762676239,-0.06586430966854095,0.35082682967185974,0.9741061329841614,-0.07995621114969254,178.74172644585883,1.443300325264488,0.7043036346640664,1.0626328286017803,0.01229206409619242,-0.17909664572242923,-0.17071254016590154,0.003709896789992534,0.0139584768899614,0.8610949726016442,0.40222416570366915,0.7043036346640664,-0.01229206409619242
9,squats_up,0.4255545735359192,0.25080281496047974,-0.21843309700489044,0.4321571886539459,0.23773057758808136,-0.19851018488407135,0.4360758364200592,0.2377987951040268,-0.19854596257209778,0.43905916810035706,0.23780730366706848,-0.19860903918743134,0.41825494170188904,0.23835475742816925,-0.19880330562591553,0.4131130278110504,0.2388085424900055,-0.19879360496997833,0.40896573662757874,0.23946374654769897,-0.1987365186214447,0.44604867696762085,0.24508140981197357,-0.07201047241687775,0.40173783898353577,0.24722689390182495,-0.0743381455540657,0.4344492554664612,0.26708218455314636,-0.16970011591911316,0.41618308424949646,0.2667919993400574,-0.1705726534128189,0.47484713792800903,0.34238141775131226,0.0031029502861201763,0.3723642826080322,0.33586519956588745,0.001766167813912034,0.48846903443336487,0.45247215032577515,0.04460904747247696,0.35232001543045044,0.447022408246994,0.039265330880880356,0.5078626275062561,0.5443059206008911,-0.049642447382211685,0.32937994599342346,0.543193519115448,-0.0626918151974678,0.5164633393287659,0.583187997341156,-0.08153001964092255,0.3214498460292816,0.5778663754463196,-0.0988072007894516,0.5129462480545044,0.5837648510932922,-0.12363864481449127,0.328446626663208,0.5769340991973877,-0.1378677487373352,0.5079604983329773,0.5736770629882812,-0.06907115131616592,0.33273619413375854,0.5682681202888489,-0.08202706277370453,0.4550122618675232,0.5587295293807983,0.0020618189591914415,0.3867272734642029,0.5585959553718567,-0.00203807489015162,0.47014564275741577,0.7462431788444519,-0.02744476869702339,0.3763046860694885,0.7460135221481323,-0.03760161250829697,0.48177409172058105,0.9088308811187744,0.08475734293460846,0.37277552485466003,0.9143577218055725,0.07841438800096512,0.4721123278141022,0.9256455302238464,0.08689246326684952,0.3831879496574402,0.9366225600242615,0.08011054247617722,0.5065808892250061,0.9649136662483215,-0.06610323488712311,0.3508358299732208,0.9735730886459351,-0.07576814293861389,178.74737361467987,1.4588667330864666,0.7139933372609258,1.0627964577265634,0.012461167754259567,-0.17885127780538213,-0.16829546621341085,0.003621671735627982,0.013973597900110282,0.8609357935730158,0.40226592737851075,0.7139933372609258,-0.012461167754259567
